,fname,category
3711,Maaly Raw Clap 17.wav,Clap
3712,NM - Panorama Clap.wav,Clap
3713,Dancing Clap 2.wav,Clap
3714,PASSION Clap 2.wav,Clap
3715,CLAP - ETHEREAL.wav,Clap
3716,Ss_96kmz 24_clap (36).wav,Clap
3717,FFIRE Clap 2.wav,Clap
3718,BWB WAV R US CLAP (18).wav,Clap
3719,KC - Stutter Clap.wav,Clap
3720,Ss_96kmz 24_clap (20).wav,Clap
3721,Seduction Clap 2.wav,Clap
3722,Bless Clap.wav,Clap
3723,Estelle Clap 1.wav,Clap
3724,Ss_96kmz 24_clap (1).wav,Clap
3725,MB Clap (9).wav,Clap
3726,KC - Dunk Clap.wav,Clap
3727,Clap (10).wav,Clap
3728,KC - Savage Clap.wav,Clap
3729,PASSION Clap 3.wav,Clap
3730,Maaly Raw Clap 16.wav,Clap
3731,Estelle Shaker Clap.wav,Clap
3732,NM - Yew Clap.wav,Clap
3733,Estelle Gun Clapa.wav,Clap
3734,PLEASURE Duo clap.wav,Clap
3735,KC - Syrup Clap.wav,Clap
3736,Maaly Raw Clap 12.wav,Clap
3737,MORAL Clap.wav,Clap
3738,Frequently Remix clap 2.wav,Clap
3739,Clap (11).wav,Clap
3740,Mafia Clap.wav,Clap
3741,Estelle Clap 4.wav,Clap
3742,NM - Suite Clap.wav,Clap
3743,Akuma [Clap].wav,Clap
3744,MB Clap (8).wav,Clap
3745,CLAP - KLIMB.wav,Clap
3746,BWB WAV R US CLAP (19).wav,Clap
3747,Ss_96kmz 24_clap (21).wav,Clap
3748,FLAWLESS Clap.wav,Clap
3749,Ss_96kmz 24_clap (37).wav,Clap
3750,Stuggle Clap.wav,Clap
3751,Maaly Raw Clap 13.wav,Clap
3752,NM - Live Clap.wav,Clap
3753,Chinese Clap 1.wav,Clap
3754,AUNTY Clap.wav,Clap
3755,JODECI Clap.wav,Clap
3756,Ss_96kmz 24_clap (17).wav,Clap
3757,DT - Guru (Clap).wav,Clap
3758,PASSION Clap 4.wav,Clap
3759,BWB WAV R US CLAP (2).wav,Clap
3760,Maaly Raw Clap 11.wav,Clap
3761,JSHOUN claps.wav,Clap
3762,Nc_Clp.wav,Clap
3763,LAKE Clap.wav,Clap
3764,Ss_96kmz 24_clap (40).wav,Clap
3765,Frequently Remix clap 1.wav,Clap
3766,PEACE  Trio Clap.wav,Clap
3767,MB Clap (17).wav,Clap
3768,70s Clap.wav,Clap
3769,JEWISH Clap.wav,Clap
3770,MB Clap (4).wav,Clap
3771,DIPSET Clap.wav,Clap
3772,Clap (7).wav,Clap
3773,BWB WAV R US CLAP (15).wav,Clap
3774,Maaly Raw Clap.wav,Clap
3775,KC - Faze Clap.wav,Clap
3776,KC - ClapBack Clap copy.wav,Clap
3777,Still Fly Duo Clap.wav,Clap
3778,Maaly Raw Clap 10.wav,Clap
3779,NM - Ross Clap.wav,Clap
3780,Dancing Duo Clap.wav,Clap
3781,Chinese Clap 2.wav,Clap
3782,HH - Tick.wav,Closed Hat
3783,SS__HhScv_44.1_kit (41).wav,Closed Hat
3784,HAT - INVINCIBLE.wav,Closed Hat
3785,SS__HhScv_44.1_kit (16).wav,Closed Hat
3786,SS__HhScv_44.1_kit- (96).wav,Closed Hat
3787,SS__HhScv_44.1_kit- (79).wav,Closed Hat
3788,CLAP WIT IT hat.wav,Closed Hat
3789,MB Hi Hat (29).wav,Closed Hat
3790,SS__HhScv_44.1_kit- (80).wav,Closed Hat
3791,SS__HhScv_44.1_kit (57).wav,Closed Hat
3792,SS__HhScv_44.1_kit- (38).wav,Closed Hat
3793,SS__HhScv_44.1_kit- (43).wav,Closed Hat
3794,Str_H1.wav,Closed Hat
3795,JB Hats (3).wav,Closed Hat
3796,SS__HhScv_44.1_kit- (3).wav,Closed Hat
3797,Hi Hat (9).wav,Closed Hat
3798,SS__HhScv_44.1_kit (94).wav,Closed Hat
3799,SS__HhScv_44.1_kit- (14).wav,Closed Hat
3800,SS__HhScv_44.1_kit (82).wav,Closed Hat
3801,SS__HhScv_44.1_kit.wav,Closed Hat
3802,DT - Tradition (HH).wav,Closed Hat
3803,MB Hi Hat (13).wav,Closed Hat
3804,SS__HhScv_44.1_kit- (55).wav,Closed Hat
3805,SS__HhScv_44.1_kit- (22).wav,Closed Hat
3806,HH - Slow Hat.wav,Closed Hat
3807,SS__HhScv_44.1_kit- (75).wav,Closed Hat
3808,MB Hi Hat (33).wav,Closed Hat
3809,SS__HhScv_44.1_kit- (63).wav,Closed Hat
3810,NM - Weeknd HH.wav,Closed Hat
3811,MB Hi Hat (25).wav,Closed Hat
3812,KC - PYT Hi Hat.wav,Closed Hat
3813,SS__HhScv_44.1_kit (1).wav,Closed Hat
3814,KC - Ticker Hi Hat.wav,Closed Hat
3815,BWB WAV R US HAT (15).wav,Closed Hat
3816,SS__HhScv_44.1_kit- (34).wav,Closed Hat
3817,DT - Fresh (HH).wav,Closed Hat
3818,JB Hats.wav,Closed Hat
3819,SS__HhScv_44.1_kit (20).wav,Closed Hat
3820,Str_H2.wav,Closed Hat
3821,KC - Poly Hi Hat.wav,Closed Hat
3822,SS__HhScv_44.1_kit- (18).wav,Closed Hat
3823,MB Hi Hat (3).wav,Closed Hat
3824,SS__HhScv_44.1_kit (98).wav,Closed Hat
3825,SS__HhScv_44.1_kit (77).wav,Closed Hat
3826,KC - Live Hi Hat.wav,Closed Hat
3827,Hi Hat (5).wav,Closed Hat
3828,SS__HhScv_44.1_kit (61).wav,Closed Hat
3829,SS__HhScv_44.1_kit- (59).wav,Closed Hat
3830,BWB WAV R US HAT (7).wav,Closed Hat
3831,SS__HhScv_44.1_kit (36).wav,Closed Hat
3832,NM - Lagoon (HiHat).wav,Closed Hat
3833,Oni [HH].wav,Closed Hat
3834,NM - Doorknob HH.wav,Closed Hat
3835,Flc_H3.wav,Closed Hat
3836,nm - charlie hh.wav,Closed Hat
3837,Mic_H.wav,Closed Hat
3838,HH - Bounce Hat.wav,Closed Hat
3839,SS__HhScv_44.1_kit- (58).wav,Closed Hat
3840,BWB WAV R US HAT (6).wav,Closed Hat
3841,SS__HhScv_44.1_kit (37).wav,Closed Hat
3842,nm - bandz hh.wav,Closed Hat
3843,HAT - LIQUID.wav,Closed Hat
3844,SS__HhScv_44.1_kit (60).wav,Closed Hat
3845,Hi Hat (4).wav,Closed Hat
3846,HH - TR808 Hat.wav,Closed Hat
3847,SS__HhScv_44.1_kit- (19).wav,Closed Hat
3848,MB Hi Hat (2).wav,Closed Hat
3849,SS__HhScv_44.1_kit (76).wav,Closed Hat
3850,SS__HhScv_44.1_kit (21).wav,Closed Hat
3851,BWB WAV R US HAT (14).wav,Closed Hat
3852,HAT - DISTANCE.wav,Closed Hat
3853,SS__HhScv_44.1_kit- (35).wav,Closed Hat
3854,MB Hi Hat (24).wav,Closed Hat
3855,nm - regular hh.wav,Closed Hat
3856,SS__HhScv_44.1_kit- (62).wav,Closed Hat
3857,MB Hi Hat (32).wav,Closed Hat
3858,SS__HhScv_44.1_kit- (74).wav,Closed Hat
3859,SS__HhScv_44.1_kit- (23).wav,Closed Hat
3860,SS__HhScv_44.1_kit- (54).wav,Closed Hat
3861,Necalli [HH].wav,Closed Hat
3862,MB Hi Hat (12).wav,Closed Hat
3863,SS__HhScv_44.1_kit (83).wav,Closed Hat
3864,Hi Roller Hi Hat.wav,Closed Hat
3865,NM - Maaly HH.wav,Closed Hat
3866,SS__HhScv_44.1_kit (95).wav,Closed Hat
3867,KC - Grams Hi Hat.wav,Closed Hat
3868,SS__HhScv_44.1_kit- (15).wav,Closed Hat
3869,Hi Hat (8).wav,Closed Hat
3870,Karin [HH].wav,Closed Hat
3871,SS__HhScv_44.1_kit- (42).wav,Closed Hat
3872,JB Hats (2).wav,Closed Hat
3873,SS__HhScv_44.1_kit- (2).wav,Closed Hat
3874,SS__HhScv_44.1_kit (56).wav,Closed Hat
3875,nm - dot hh.wav,Closed Hat
3876,SS__HhScv_44.1_kit- (39).wav,Closed Hat
3877,KC - Low Hi Hat.wav,Closed Hat
3878,SS__HhScv_44.1_kit- (81).wav,Closed Hat
3879,Ds_H.wav,Closed Hat
3880,MB Hi Hat (28).wav,Closed Hat
3881,HH - 8bit Hat.wav,Closed Hat
3882,SS__HhScv_44.1_kit (17).wav,Closed Hat
3883,KC - Xanax Hi Hat.wav,Closed Hat
3884,SS__HhScv_44.1_kit- (97).wav,Closed Hat
3885,SS__HhScv_44.1_kit- (78).wav,Closed Hat
3886,KC - Glasspack Hat.wav,Closed Hat
3887,SS__HhScv_44.1_kit (40).wav,Closed Hat
3888,HH - Diesel Hat.wav,Closed Hat
3889,NM - Wyd HH.wav,Closed Hat
3890,DT - Mister (HiHat).wav,Closed Hat
3891,SS__HhScv_44.1_kit- (24).wav,Closed Hat
3892,SS__HhScv_44.1_kit- (73).wav,Closed Hat
3893,MB Hi Hat (35).wav,Closed Hat
3894,SS__HhScv_44.1_kit- (65).wav,Closed Hat
3895,hi hat (30).wav,Closed Hat
3896,HH - Focus Hat.wav,Closed Hat
3897,SS__HhScv_44.1_kit (7).wav,Closed Hat
3898,BWB WAV R US HAT (13).wav,Closed Hat
3899,SS__HhScv_44.1_kit- (32).wav,Closed Hat
3900,DT - Suppressor (HiHat).wav,Closed Hat
3901,SS__HhScv_44.1_kit- (49).wav,Closed Hat
3902,NM - ShoestringFrenchFry HH.wav,Closed Hat
3903,SS__HhScv_44.1_kit (26).wav,Closed Hat
3904,SS__HhScv_44.1_kit- (9).wav,Closed Hat
3905,Urien [HH].wav,Closed Hat
3906,MB Hi Hat (5).wav,Closed Hat
3907,SS__HhScv_44.1_kit (71).wav,Closed Hat
3908,Hi Hat (3).wav,Closed Hat
3909,NM - Duality HH.wav,Closed Hat
3910,SS__HhScv_44.1_kit (88).wav,Closed Hat
3911,SS__HhScv_44.1_kit (67).wav,Closed Hat
3912,Dol_H1.wav,Closed Hat
3913,BWB WAV R US HAT (1).wav,Closed Hat
3914,SS__HhScv_44.1_kit (30).wav,Closed Hat
3915,MB Hi Hat (19).wav,Closed Hat
3916,NM - Toni HH.wav,Closed Hat
3917,SS__HhScv_44.1_kit (47).wav,Closed Hat
3918,SS__HhScv_44.1_kit- (28).wav,Closed Hat
3919,SS__HhScv_44.1_kit- (90).wav,Closed Hat
3920,SS__HhScv_44.1_kit (10).wav,Closed Hat
3921,HAT - DESIGNER.wav,Closed Hat
3922,SS__HhScv_44.1_kit- (86).wav,Closed Hat
3923,NM - Chiraq (HiHat).wav,Closed Hat
3924,SS__HhScv_44.1_kit- (69).wav,Closed Hat
3925,TWHat.wav,Closed Hat
3926,HAT - 90210.wav,Closed Hat
3927,Laura [HH].wav,Closed Hat
3928,Hi Hat (10).wav,Closed Hat
3929,NM - Sameold HH.wav,Closed Hat
3930,HAT - SLIPPERY.wav,Closed Hat
3931,SS__HhScv_44.1_kit- (45).wav,Closed Hat
3932,JB Hats (5).wav,Closed Hat
3933,SS__HhScv_44.1_kit- (5).wav,Closed Hat
3934,SS__HhScv_44.1_kit- (12).wav,Closed Hat
3935,HAT - BULLY.wav,Closed Hat
3936,MB Hi Hat (9).wav,Closed Hat
3937,SS__HhScv_44.1_kit (92).wav,Closed Hat
3938,SS__HhScv_44.1_kit (84).wav,Closed Hat
3939,MB Hi Hat (15).wav,Closed Hat
3940,MB Hi Hat (14).wav,Closed Hat
3941,SS__HhScv_44.1_kit (85).wav,Closed Hat
3942,NM - Bish Whet HH.wav,Closed Hat
3943,SS__HhScv_44.1_kit- (13).wav,Closed Hat
3944,MB Hi Hat (8).wav,Closed Hat
3945,SS__HhScv_44.1_kit (93).wav,Closed Hat
3946,HAT - LANEZ.wav,Closed Hat
3947,NM - Draco (HiHat).wav,Closed Hat
3948,SS__HhScv_44.1_kit- (44).wav,Closed Hat
3949,JB Hats (4).wav,Closed Hat
3950,SS__HhScv_44.1_kit- (4).wav,Closed Hat
3951,NM - Purgatory HH.wav,Closed Hat
3952,KC - Roll Up Hat.wav,Closed Hat
3953,hi hat (11).wav,Closed Hat
3954,Ns_H.wav,Closed Hat
3955,SS__HhScv_44.1_kit- (87).wav,Closed Hat
3956,SS__HhScv_44.1_kit- (68).wav,Closed Hat
3957,SS__HhScv_44.1_kit- (91).wav,Closed Hat
3958,SS__HhScv_44.1_kit (11).wav,Closed Hat
3959,KC - Holo Hi Hat.wav,Closed Hat
3960,SS__HhScv_44.1_kit (46).wav,Closed Hat
3961,SS__HhScv_44.1_kit- (29).wav,Closed Hat
3962,NM - Useful HH.wav,Closed Hat
3963,Maaly Hi Hat 1.wav,Closed Hat
3964,Maaly Hi Hat 3.wav,Closed Hat
3965,MB Hi Hat (18).wav,Closed Hat
3966,SS__HhScv_44.1_kit (31).wav,Closed Hat
3967,KC - Spatter Hi hat.wav,Closed Hat
3968,Guile [HH].wav,Closed Hat
3969,SS__HhScv_44.1_kit (89).wav,Closed Hat
3970,SS__HhScv_44.1_kit (66).wav,Closed Hat
3971,Hi Hat (2).wav,Closed Hat
3972,NM - OffWhite (HiHat).wav,Closed Hat
3973,nm - treason hh.wav,Closed Hat
3974,MB Hi Hat (4).wav,Closed Hat
3975,SS__HhScv_44.1_kit (70).wav,Closed Hat
3976,SS__HhScv_44.1_kit- (48).wav,Closed Hat
3977,SS__HhScv_44.1_kit (27).wav,Closed Hat
3978,SS__HhScv_44.1_kit- (8).wav,Closed Hat
3979,Tem_H2.wav,Closed Hat
3980,BWB WAV R US HAT (12).wav,Closed Hat
3981,SS__HhScv_44.1_kit- (33).wav,Closed Hat
3982,SS__HhScv_44.1_kit (6).wav,Closed Hat
3983,KC - Skateboard P Hi Hat.wav,Closed Hat
3984,MB Hi Hat (22).wav,Closed Hat
3985,SS__HhScv_44.1_kit- (64).wav,Closed Hat
3986,MB Hi Hat (34).wav,Closed Hat
3987,HAT - STONES.wav,Closed Hat
3988,SS__HhScv_44.1_kit- (72).wav,Closed Hat
3989,Maaly Hi Hat 2.wav,Closed Hat
3990,SS__HhScv_44.1_kit- (25).wav,Closed Hat
3991,Vega [HH].wav,Closed Hat
3992,SS__HhScv_44.1_kit (32).wav,Closed Hat
3993,HAT - ROLLIN.wav,Closed Hat
3994,BWB WAV R US HAT (3).wav,Closed Hat
3995,SS__HhScv_44.1_kit (65).wav,Closed Hat
3996,DT - Stop (HiHat).wav,Closed Hat
3997,HAT - FARGO.wav,Closed Hat
3998,NM - ToTheMoon HH.wav,Closed Hat
3999,Hi Hat (1).wav,Closed Hat
4000,SS__HhScv_44.1_kit (73).wav,Closed Hat
4001,KC - Shaker Hat.wav,Closed Hat
4002,MB Hi Hat (7).wav,Closed Hat
4003,SS__HhScv_44.1_kit (24).wav,Closed Hat
4004,NM - Lithium 2 HH.wav,Closed Hat
4005,NM - Scold HH.wav,Closed Hat
4006,SS__HhScv_44.1_kit- (30).wav,Closed Hat
4007,BWB WAV R US HAT (11).wav,Closed Hat
4008,MB Hi Hat (21).wav,Closed Hat
4009,SS__HhScv_44.1_kit (5).wav,Closed Hat
4010,SS__HhScv_44.1_kit- (67).wav,Closed Hat
4011,SS__HhScv_44.1_kit- (88).wav,Closed Hat
4012,SS__HhScv_44.1_kit- (71).wav,Closed Hat
4013,SS__HhScv_44.1_kit- (26).wav,Closed Hat
4014,SS__HhScv_44.1_kit (49).wav,Closed Hat
4015,NM - Queso HH.wav,Closed Hat
4016,FANG [HH].wav,Closed Hat
4017,MB Hi Hat (17).wav,Closed Hat
4018,SS__HhScv_44.1_kit (69).wav,Closed Hat
4019,SS__HhScv_44.1_kit (86).wav,Closed Hat
4020,NM - Tool HH.wav,Closed Hat
4021,SS__HhScv_44.1_kit (90).wav,Closed Hat
4022,SS__HhScv_44.1_kit- (10).wav,Closed Hat
4023,NM - Pony HH.wav,Closed Hat
4024,SS__HhScv_44.1_kit (28).wav,Closed Hat
4025,SS__HhScv_44.1_kit- (7).wav,Closed Hat
4026,HAT - JUMPY.wav,Closed Hat
4027,SS__HhScv_44.1_kit- (47).wav,Closed Hat
4028,hi hat (12).wav,Closed Hat
4029,KC - Butter Hi hat.wav,Closed Hat
4030,HH - Shorty.wav,Closed Hat
4031,HAT - STOLE.wav,Closed Hat
4032,SS__HhScv_44.1_kit- (84).wav,Closed Hat
4033,NM - Futurama HH.wav,Closed Hat
4034,Jz_H.wav,Closed Hat
4035,SS__HhScv_44.1_kit (9).wav,Closed Hat
4036,KC - Gravity Hat.wav,Closed Hat
4037,SS__HhScv_44.1_kit (12).wav,Closed Hat
4038,NM - Weth (HiHat).wav,Closed Hat
4039,SS__HhScv_44.1_kit- (92).wav,Closed Hat
4040,KC - Uzi Hat.wav,Closed Hat
4041,SS__HhScv_44.1_kit (45).wav,Closed Hat
4042,KC - Ready Hat.wav,Closed Hat
4043,Sm_H1.wav,Closed Hat
4044,HH - Fedora Hat.wav,Closed Hat
4045,SS__HhScv_44.1_kit (44).wav,Closed Hat
4046,HH - Gold Hat.wav,Closed Hat
4047,NM - Corolla HH.wav,Closed Hat
4048,SS__HhScv_44.1_kit (13).wav,Closed Hat
4049,SS__HhScv_44.1_kit- (93).wav,Closed Hat
4050,SS__HhScv_44.1_kit (8).wav,Closed Hat
4051,SS__HhScv_44.1_kit- (85).wav,Closed Hat
4052,nm - hyena hh.wav,Closed Hat
4053,hi hat (10) copy.wav,Closed Hat
4054,DT - Highkey (HH).wav,Closed Hat
4055,SS__HhScv_44.1_kit (29).wav,Closed Hat
4056,HH - Pen Griffey Hat.wav,Closed Hat
4057,JB Hats (6).wav,Closed Hat
4058,SS__HhScv_44.1_kit- (6).wav,Closed Hat
4059,Kl_H.wav,Closed Hat
4060,SS__HhScv_44.1_kit- (46).wav,Closed Hat
4061,hi hat (4) copy.wav,Closed Hat
4062,SS__HhScv_44.1_kit (91).wav,Closed Hat
4063,SS__HhScv_44.1_kit- (11).wav,Closed Hat
4064,Poison [HH].wav,Closed Hat
4065,HH - Honesty Hat.wav,Closed Hat
4066,SS__HhScv_44.1_kit (68).wav,Closed Hat
4067,NM - Greens HH.wav,Closed Hat
4068,SS__HhScv_44.1_kit (87).wav,Closed Hat
4069,MB Hi Hat (16).wav,Closed Hat
4070,SS__HhScv_44.1_kit- (27).wav,Closed Hat
4071,SS__HhScv_44.1_kit (48).wav,Closed Hat
4072,KC - Tap Hi Hat.wav,Closed Hat
4073,SS__HhScv_44.1_kit- (70).wav,Closed Hat
4074,NM - Ghoul (HiHat).wav,Closed Hat
4075,SS__HhScv_44.1_kit- (66).wav,Closed Hat
4076,HAT - BETTER.wav,Closed Hat
4077,NM - Layered HH.wav,Closed Hat
4078,SS__HhScv_44.1_kit- (89).wav,Closed Hat
4079,SS__HhScv_44.1_kit (4).wav,Closed Hat
4080,SS__HhScv_44.1_kit- (31).wav,Closed Hat
4081,BWB WAV R US HAT (10).wav,Closed Hat
4082,KC - Spread Hi hat.wav,Closed Hat
4083,NM - Brainstorm (HiHat).wav,Closed Hat
4084,SneakinHat2.wav,Closed Hat
4085,SS__HhScv_44.1_kit (25).wav,Closed Hat
4086,SS__HhScv_44.1_kit (72).wav,Closed Hat
4087,MB Hi Hat (6).wav,Closed Hat
4088,nm - tennis hh.wav,Closed Hat
4089,hi hat (9) copy.wav,Closed Hat
4090,SS__HhScv_44.1_kit (64).wav,Closed Hat
4091,SS__HhScv_44.1_kit (33).wav,Closed Hat
4092,BWB WAV R US HAT (2).wav,Closed Hat
4093,SS__HhScv_44.1_kit (38).wav,Closed Hat
4094,SS__HhScv_44.1_kit- (57).wav,Closed Hat
4095,BWB WAV R US HAT (9).wav,Closed Hat
4096,HH - Trey Hat.wav,Closed Hat
4097,MB Hi Hat (11).wav,Closed Hat
4098,SS__HhScv_44.1_kit (80).wav,Closed Hat
4099,SS__HhScv_44.1_kit (79).wav,Closed Hat
4100,SS__HhScv_44.1_kit- (16).wav,Closed Hat
4101,SS__HhScv_44.1_kit (96).wav,Closed Hat
4102,SS__HhScv_44.1_kit- (1).wav,Closed Hat
4103,NM - Underdog HH.wav,Closed Hat
4104,KC -Screwed Hat.wav,Closed Hat
4105,SS__HhScv_44.1_kit- (41).wav,Closed Hat
4106,NM - Figueroa HH.wav,Closed Hat
4107,SS__HhScv_44.1_kit (55).wav,Closed Hat
4108,NM - Electric HH.wav,Closed Hat
4109,lex_hat_20.wav,Closed Hat
4110,Lm_H2.wav,Closed Hat
4111,SS__HhScv_44.1_kit- (82).wav,Closed Hat
4112,HAT - MULTIPLE.wav,Closed Hat
4113,DT - Quarter (HH).wav,Closed Hat
4114,SS__HhScv_44.1_kit- (94).wav,Closed Hat
4115,SS__HhScv_44.1_kit (14).wav,Closed Hat
4116,nm - woods hh.wav,Closed Hat
4117,SS__HhScv_44.1_kit (43).wav,Closed Hat
4118,NM - Mater HH.wav,Closed Hat
4119,SS__HhScv_44.1_kit (34).wav,Closed Hat
4120,BWB WAV R US HAT (5).wav,Closed Hat
4121,SS__HhScv_44.1_kit (63).wav,Closed Hat
4122,NM - Zebra HH.wav,Closed Hat
4123,SS__HhScv_44.1_kit- (122).wav,Closed Hat
4124,SS__HhScv_44.1_kit-.wav,Closed Hat
4125,Hi Hat (7).wav,Closed Hat
4126,HAT - PHANTOM.wav,Closed Hat
4127,SS__HhScv_44.1_kit (75).wav,Closed Hat
4128,MB Hi Hat (1).wav,Closed Hat
4129,KC - Sprinkle Hi Hat.wav,Closed Hat
4130,SS__HhScv_44.1_kit (22).wav,Closed Hat
4131,SS__HhScv_44.1_kit- (36).wav,Closed Hat
4132,SS__HhScv_44.1_kit (59).wav,Closed Hat
4133,SS__HhScv_44.1_kit (3).wav,Closed Hat
4134,MB Hi Hat (27).wav,Closed Hat
4135,TWHat2.wav,Closed Hat
4136,KC - Fendy Hat.wav,Closed Hat
4137,SS__HhScv_44.1_kit- (61).wav,Closed Hat
4138,HAT - WORLD.wav,Closed Hat
4139,MB Hi Hat (31).wav,Closed Hat
4140,SS__HhScv_44.1_kit- (77).wav,Closed Hat
4141,SS__HhScv_44.1_kit (18).wav,Closed Hat
4142,SS__HhScv_44.1_kit- (98).wav,Closed Hat
4143,SS__HhScv_44.1_kit- (20).wav,Closed Hat
4144,nm - wazowski hh.wav,Closed Hat
4145,SS__HhScv_44.1_kit- (21).wav,Closed Hat
4146,HAT - CYBER.wav,Closed Hat
4147,SS__HhScv_44.1_kit- (76).wav,Closed Hat
4148,SS__HhScv_44.1_kit (19).wav,Closed Hat
4149,KC - Weird Hat.wav,Closed Hat
4150,KC - Real Hi Hat.wav,Closed Hat
4151,MB Hi Hat (30).wav,Closed Hat
4152,SS__HhScv_44.1_kit- (60).wav,Closed Hat
4153,SS__HhScv_44.1_kit (2).wav,Closed Hat
4154,MB Hi Hat (26).wav,Closed Hat
4155,HAT - BLANCO.wav,Closed Hat
4156,SS__HhScv_44.1_kit- (37).wav,Closed Hat
4157,SS__HhScv_44.1_kit (58).wav,Closed Hat
4158,SS__HhScv_44.1_kit (23).wav,Closed Hat
4159,KC - Trap Hat.wav,Closed Hat
4160,NM - Fr (HiHat).wav,Closed Hat
4161,SS__HhScv_44.1_kit (74).wav,Closed Hat
4162,NM - Bully (HiHat).wav,Closed Hat
4163,NM - Westbound (HiHat).wav,Closed Hat
4164,Hi Hat (6).wav,Closed Hat
4165,SS__HhScv_44.1_kit (62).wav,Closed Hat
4166,NM - Gig HH.wav,Closed Hat
4167,KC - Heavy Hat.wav,Closed Hat
4168,SS__HhScv_44.1_kit (35).wav,Closed Hat
4169,BWB WAV R US HAT (4).wav,Closed Hat
4170,Sub Zero Hat.wav,Closed Hat
4171,NM - Shorty HH.wav,Closed Hat
4172,SS__HhScv_44.1_kit (42).wav,Closed Hat
4173,nm - wither hh.wav,Closed Hat
4174,SneakinHat.wav,Closed Hat
4175,SS__HhScv_44.1_kit- (95).wav,Closed Hat
4176,SS__HhScv_44.1_kit (15).wav,Closed Hat
4177,SS__HhScv_44.1_kit- (83).wav,Closed Hat
4178,SS__HhScv_44.1_kit- (103).wav,Closed Hat
4179,HAT - STRESS.wav,Closed Hat
4180,HAT - ATLANTA.wav,Closed Hat
4181,SS__HhScv_44.1_kit (54).wav,Closed Hat
4182,SS__HhScv_44.1_kit- (40).wav,Closed Hat
4183,NM - Wax HH.wav,Closed Hat
4184,SS__HhScv_44.1_kit (78).wav,Closed Hat
4185,HAT - LOW ENDZ.wav,Closed Hat
4186,SS__HhScv_44.1_kit- (17).wav,Closed Hat
4187,SS__HhScv_44.1_kit (97).wav,Closed Hat
4188,KC - Hazey Hi Hat.wav,Closed Hat
4189,SS__HhScv_44.1_kit (81).wav,Closed Hat
4190,NM - Munch HH.wav,Closed Hat
4191,Sagat [HH].wav,Closed Hat
4192,MB Hi Hat (10).wav,Closed Hat
4193,SS__HhScv_44.1_kit (39).wav,Closed Hat
4194,SS__HhScv_44.1_kit- (56).wav,Closed Hat
4195,BWB WAV R US HAT (8).wav,Closed Hat
4196,NM - FinalForm 808.wav,808
4197,808 Kick 12TCE.wav,808
4198,NM - Buccanear 808.wav,808
4199,DT - Cares (808).wav,808
4200,Atrocitus [808].wav,808
4201,NM - Bodega (808).wav,808
4202,Essential 808.wav,808
4203,BWB WAV R US 808( (6).wav,808
4204,BWB WAV R US 808( (13).wav,808
4205,Beetle [808].wav,808
4206,808 Kick 7TCE.wav,808
4207,NM - TheEarthIsFlat 808.wav,808
4208,nm - shape 808.wav,808
4209,KC - Goro 808.wav,808
4210,NM - Teapot 808.wav,808
4211,Brick8081.wav,808
4212,808 (15).wav,808
4213,Jahlil Beats Trunk Banger (2).wav,808
4214,MB 808 (16).wav,808
4215,nm - all girls are the same 808.wav,808
4216,808 - RIRI.wav,808
4217,DT - Wonder (808).wav,808
4218,Brick8083.wav,808
4219,MB 808 (20).wav,808
4220,Leaux Sub.wav,808
4221,NM - Skyfall 808.wav,808
4222,808 - COLUMBINE.wav,808
4223,KC -Booty Bass.wav,808
4224,808 (6).wav,808
4225,Kickback808.wav,808
4226,Brick8082.wav,808
4227,Short Punch.wav,808
4228,808 (19).wav,808
4229,808FX_Down2_B.wav,808
4230,MB Sub (1).wav,808
4231,Dear Momma.wav,808
4232,NM - Jumanji (808).wav,808
4233,nm - bronze 808.wav,808
4234,nm - cargo 808.wav,808
4235,NM - WitMyDamnCroissants 808.wav,808
4236,808 (18).wav,808
4237,NM - Hermes (808).wav,808
4238,Leaux 808.wav,808
4239,808 - CALM DOWN.wav,808
4240,NM - Hidden 808.wav,808
4241,808 (7).wav,808
4242,808 - DAB.wav,808
4243,MB 808 (1).wav,808
4244,MB 808 (21).wav,808
4245,NM - Freddie 808.wav,808
4246,808 - REP.wav,808
4247,KC - Eestbound 808.wav,808
4248,808 (14).wav,808
4249,Jahlil Beats Trunk Banger (3).wav,808
4250,808 - BIRDS.wav,808
4251,KC - Supreme Sub.wav,808
4252,KC - Robo 808.wav,808
4253,808_ENAT_G.wav,808
4254,Harley [808].wav,808
4255,Fate [808].wav,808
4256,808 Kick 10TCE.wav,808
4257,808 - SLIDE HOME.wav,808
4258,808_Sprite_G.wav,808
4259,808 Kick 9TCE.wav,808
4260,BWB WAV R US 808( (12).wav,808
4261,KC - God Damn 808.wav,808
4262,BWB WAV R US 808( (7).wav,808
4263,KC - Ginzu Sub.wav,808
4264,808_Down_Ducked_95BPM_F.wav,808
4265,808 - UNDERGROUND.wav,808
4266,Jahlil Beats Drum.wav,808
4267,KC - Tory 808.wav,808
4268,nm - bullet 808.wav,808
4269,MB 808 (30).wav,808
4270,MB 808 (6).wav,808
4271,JB - 808 Drum Bass.wav,808
4272,MB 808 (26).wav,808
4273,BWB WAV R US 808( (19).wav,808
4274,808 (Early 20 Rager).wav,808
4275,Maaly Raw 808 8.wav,808
4276,808_Vibes_E.wav,808
4277,NM - Quicki 808.wav,808
